id,code,name,defaultPackSize,batches,department,description,category,defaultPrice,isVisible,crossReferenceItem
402FB416EDA0884ABDF7D41DA0D55F49,DORAPOTC6T,"POTASSIUM chloride, 600 mg, sustained release tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
88A480BFBC260B4AAE237E9E7542B418,DORAPRED5T,"PREDNISOLONE, 5 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
3037D83DAA506C48A337792DBD52D09D,DORAPRIM1T,"PRIMAQUINE diphosphate, eq. 15 mg base, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
7974FADB4DBE744DAAB81DAFF5407373,DORAPROM2T,"PROMETHAZINE hydrochloride, eq. 25 mg base, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
8AEA0DD73AC6404D9DE2CB878FF09DE1,DORAPYRI1T,"PYRIDOXINE hydrochloride (vitamin B6), 10 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
9C1E0D5882B1844BB8CA5352ADDCA4F0,DORAPYRI5T,"PYRIDOXINE hydrochloride (vitamin B6), 50 mg, tab.",1,<ItemBatch>{89 146 147 225 412},<null>,,<null>,0,true,<null>
EAD83238D464764D90C56542CDF8E2C0,DORAPYRZ4T,"PYRAZINAMIDE (Z), 400 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
3D4D67E86CC563409BE4686786B87E2E,DORAPYRZ5T,"PYRAZINAMIDE (Z), 500 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
3BC663F58298F141A4C023C95EC32845,DORARETI1C,"RETINOL (vitamin A) stabil., 100,000 IU, soft gelat. caps.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
4696BE35CAD46B4CAEA512B71F9FECD5,DORARETI2C,"RETINOL (vitamin A) stabil., 200,000 IU, soft gelat. caps.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
095B1B9705C69844BAC9B9FE91AC856F,DORARHEF01T,"RIFAMPICIN 150 mg / ISONIAZID 75 mg/ ETHAMBUTOL 275mg, tab",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
1C1771EB54EAF44986A2530478BE3D47,DORARHFD1T5,"RIFAMPICIN 75 mg / ISONIAZID 50 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
56B302A3991A6E43A1853F6D1F056B62,DORARHFD1T6,"RIFAMPICIN 150 mg / ISONIAZID 75 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
2816C2009DF7F041A27FE8A11DC8D32B,DORARHZE1FD,"RIFAMP.150 / ISONIAZ.75 / PYRAZINAM.400/ ETHAMB.275 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
FBBF6F10DBC0F1428D4750EECF4E592A,DORARHZT50,"RIFAMPICIN 75 mg / ISONIAZID 50 mg / PYRAZINAMIDE 150 mg tab",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
A719FA3FF40CDD48A3476A75F623A9F8,DORARIFA1T,"RIFAMPICIN (R), 150 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
320E1F087CD5C744A02E97C9F3B85DEE,DORARIFA3C,"RIFAMPICIN (R), 300 mg, caps.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
F5D8157A5ACDB24EB847241035DE738E,DORASALB1N,"Nebulized ventolin 2.5mg/2ml nebules",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
117D42F1163ECB44BABE64332FE3FF8D,DORASALB2S,"SALBUTAMOL sulfate, 0.1mg/puff, 200 puffs, aerosol",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
0A0898F86CF3AA46A3C893BA08D03A36,DORASPIR2T,"SPIRONOLACTONE, 25mg tab",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
5CC52FFCE3867D41BBDDC704D19B9200,DORASTOP1C,"STOP TB KIT, (Cat 1)",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
8EC32FF8EB2B2140AA021E5BA3A5DF92,DORATEEF3T1,"TENOFOVIR 300mg / EMTRICITABINE 200mg / EFAVIRENZ 600mg, tb",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
B1F2C21EBEE17B4D928D7B4FD6E51BD0,DORATELA3T2,"TENOFOVIR (TDF) 300 mg/ LAMIVUDINE (3TC) 300 mg. tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
1A01D8C99DB10944A328ACB0269BE2C2,DORATELF3T5,"TENOFOVIR 300mg / LAMIVUDINE 300mg / EFAVIRENZ 600mg, tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
8A2BAFC5D8276948AB2FC1AD735BBE25,DORATENO3T,"TENOFOVIR, 300mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
AB92C98FC18DD643BD6999C3081D0EA5,DORATHIA5T,"THIAMINE hydrochloride (vitamin B1), 50 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
A98455BE6A82BF4FBC13539C6B90C710,DORATINI5T,"TINIDAZOLE, 500 mg, tab.",1,<ItemBatch>{223 304},<null>,,<null>,0,true,<null>
CED538B2F2EB164D8A7FCEE9189D8894,DORATRAM5C,"TRAMADOL hydrochloride, 50 mg, caps.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
FE86BDCAC0481D4DBBBCAFF2248C30C2,DORAVALG4T,"VALGANCICLOVIR hydrochloride, eq. 450 mg base, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
0F5DA79CF1278342A447E16042D39280,DORAVALP2T,"VALPROATE SODIUM, 200 mg, enteric coated tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
ED2CC2020234E746AD454C2C5C23F3C7,DORAYIDO1S,"ZIDOVUDINE, (AZT), 50mg/5ml, oral solution, 100ml bot.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
C294F92D65007F49A102ED17F6C2E25E,DORAYILA3T0,"ZIDOVUDINE (AZT) 300 mg / LAMIVUDINE (3TC) 150 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
579D973B2518204A9304EB5BDECF3E11,DORAYILA6TD,"LAMIVUDINE 30mg/ ZIDOVUDINE 60mg tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
5847A4158B45FE429DA06D8ACB6EBBA3,DORAYINS2T,"ZINC sulfate, eq. to 20 mg zinc mineral, dispersible tab.",1,<ItemBatch>{29 113 114 202 203 204 261 266 284 359},<null>,,<null>,0,true,<null>
4AE0A261F696724CB7A8C78760E3920D,DORAZFR0546,"RITONAVIR, 100 mg, heatstable tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
81C469B4F1607046B72DA60C249AACFA,DORAZMM0001,"AMLODAPINE 5mg, tab",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
3339F4527F89F640B0C9D53DEA87D016,DORAZMM0002,"HYDROCHLOROTHIAZIDE 25mg, tab",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
E539B580C6B3CF429600BAA4170757BE,DORAZMM0003,"LAMIVUDINE, (3TC), 300 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
75C64F662626B943B0F2CD938C17E467,DORAZMM0004,"DEXAMETHASONE 0.5 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
3DD73484BB578D498761EEA97349B12F,DORAZMM0005,"PRIMAQUINE diphosphate, eq. 7.5 mg base, tab.",1,<ItemBatch>{44 248 281 305 333 346 363 403 424},<null>,,<null>,0,true,<null>
B39051E94CBE774AB988AE363ED6702A,DORAZNL0049,"DICLOFENAC SODIUM, enteric coated, 25mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
ECCE82A23D6EB840BFCA552BBA64A56E,DORAZNL0120,"Retinol, (vitamin A), 50 000 IU, cap.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
BBA73A73DE2DED4A86EAEA03144260BF,DORAZNL0244,"FENOFIBRATE MICRONISED 200MG CAPSULES",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
86650271176553448A8790F2F5886F4D,DORAZNL0246,"COTRIMOXAZOLE, 200mg/40mg/5ml, powder oral susp,100 ml, bot.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
06D28CC57F9F67448C05CC88467ABB3E,DORAZNL0277,"ATORVASTATIN 10mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
761649BF9BE81748BE98CB486DCA08E4,DORAZNL0319,"ACETYLSALICYLIC acid (aspirin), enteric coated 75 mg, tabs",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
7C57D9EEDB3FA842821908DB9D30147A,ELAEZMM0011,"Caps for sample tube 3.5ml, PARTEC",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
532C509DBBA94248B9093B9C5CDE25FB,DVACIMTE2S,"IMMUNOGLOBULIN, HUMAN, ANTITETANUS, 250 IU/ml, syr.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
DB3065134B57B742B291F999EDCAB5DE,DVACVHEB1VA,"VACCINE HEPATITIS B, Adult, one dose, vial",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
2FDCFF63D507A94DA916EA50AEA99984,DVACVHEB1VP,"VACCINE HEPATITIS B, Paediatric, one dose, vial",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
6D4A7700497FD146B8C24CB3406B17BA,DDGTSVDRLK-,"Test Syphilis,VDRL test kit",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
95ADC9FAB430364AB4769E692556EAE9,DVACVTET1VD,"VACCINE TT (tetanus), 1 dose, multidose vial",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
FAD7AB98B558A345A7BA8DFF595E45B0,EANEOXYM4,"OXYMETER, PULSE (Masimo RAD-5V) + accessories",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
EF006B05A6917E4386A4FF156B054FC0,EANTBRAB114,"BRACELET, BRACHIAL PERIMETER (MUAC), paediatric, PP, 115 mm",1,<ItemBatch>{28 92 173 230 270 306},<null>,,<null>,0,true,<null>
CF76189BB60D744BACDA36DD6EAAE43A,EANTSCAL25,"SCALE, SALTER TYPE, 0-25 kg, no trousers, grad. 100 g",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
49ED4A7108F45549B1BD286574BBE77A,EANTSCAL3A,"SCALE, mechanical, adult 0-150 kg, grad. 500 g",1,<ItemBatch>{24 51 141 142 143 144 253},<null>,,<null>,0,true,<null>
AF5A5F1C83CB6C48BFF25CD3B9CEEF12,EHOENEBU2,"MACHINE, Nebulizer",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
9CD5D1338DB0274EA5A1C44B77AFB019,EHOENEBU208,"Nebulizer Mask (for Adult)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
910DADBF4AA55A49AF74C4CBFE316B6E,EHOENEBU209,"Nebulizer Mask (for paediatric)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
437BB5C0A77CC742BF3AE75CC30CBE80,EHOEZNL610W,"Halogen Lamp 6V, 10 W",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
C8E2B693376B65469377B3C263DF7769,ELAEBOXL99,"BOX, SLIDES, plastic, for 100 slides",1,<ItemBatch>{},<ItemDepartment>{4},,<null>,0,true,<null>
F2E0D2A5C77718468A31A14F62C5A962,ELAEBSVT5P,"(blds.syst.) TUBE, VACUUM, plastic, SERUM, 4 ml, red (Plain Tube)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
1569BAC5A58A604B93292F5753326963,ELAEBSVT6E,"(blds.syst.) TUBE, VACUUM, plastic, EDTA, 6 ml, purple",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
E0B9642CCD7159498109DBE82998951B,ELAEBSVV1H,"(blds. syst.) HOLDER for VACUUM TUBE, reusable, non-sterile",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
CEB5AE292BFAE04E84FE87E74371928B,ELAEBSVV21N,"(blds.syst.) NEEDLE, sterile, 21G (Vacutainer)",1,<ItemBatch>{},<ItemDepartment>{2},,<null>,0,false,<null>
EF5F608E6E8D4D4C851511971417D0FA,ELAECONTA11,"CONTAINER, antiseptic solution, plastic, non-sterile",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
F8481F0A3F7BE743A7D437DEA8F59D77,ELAECONTS11,"CONTAINER, SAMPLE, sputum/urine, plastic, non-sterile",1,<ItemBatch>{23 272 273},<ItemDepartment>{4},,<null>,0,true,<null>
354CF372074F12419E513C5359BD97EB,ELAECOVG2,"COVER GLASS, 22 x 22 mm",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
FF450743D0DFFD4D9BC5267F08B413CD,ELAECYLM2P,"CYLINDER, MEASURING, plastic, graduated, spout, 250 ml",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
4E0A40F9E9766D4BB5DFBC2E8F5BB4FA,ELAEDBSC1S,"DBS card, Dried Blood Spot Collection Card, Set",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
17BF364409D9AB49A60C4AD06E8302CC,ELAEDR2100,"Digital Rotator DSR 2100D",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
F345ABDBF3AA964A943A4989A2175FCB,ELAEGLUC2,"GLUCOMETER, blood glucose monitor",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
9A57402357CE6842A1FEC41B23BAC32B,ELAEHAEM2C,"(HemoCue Hb 201+) MICROCUVETTES, s.u.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
5FEECAB728B3B24CAB513C689D9310BA,ELAEHAEM2CL,"(HemoCue Hb 201+/301) CLEANER, box of 5",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
118A48E6FB7D4D459234F148A1DBC56A,ELAEHAEM3,"HAEMOGLOBIN PHOTOMETER (HemoCue Hb 201+)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
C23C3948A31EAF488023E32E45E1E01C,ELAEHAEM3C,"(HemoCue Hb 301+) MICROCUVETTES, s.u.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
5B4FEE1BDAA8D94BAC8079BF3EF0B6D4,ELAELAMP7S,"LAMP, spirit, 65-100 ml, complete, wick ¯ 7 mm",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
DBC4727FB2C6EA478EED8C5207390339,ELAEPAPE1L,"PAPER, LENS CLEANING, sheet",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
D171B84BE24B1F4BB8BA31F41C8BF553,ELAEPAPW3D,"PAPER, FILTER",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
D83B45789BCDA948B37591298370DD86,ELAEPIAA1,"PIPETTE, AUTOMATIC (Eppendorf), adjustable volume 10-100 µl",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
FC285D86A22D9D479998CA575F45E29E,ELAEPIAA10,"PIPETTE, AUTOMATIC (Eppendorf), adjustable volume 100-1000 µl",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
A681D420333ECC4BA05F215F713B8C34,ELAEPIAATY,"(pipette, automatic 10-100 µl, Eppendorf) TIP, YELLOW",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
12053703C191A640A0B7B325D5D3FB24,ELAEPIPT3N,"PIPETTE, TRANSFER, graduated, plastic, non sterile, s.u.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
5A8E5B3960303341BE3867D57542719E,ELAERACK1,"RACK, FOR STAINING SLIDES, expendable, stainless steel",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
B9C0339D443BCF42A9E49847883E5D5F,ELAERACK2D,"RACK FOR DRYING SLIDES, vertical, plastic 10 slides",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
0AC942B333BF004F9B2B7886F5F5298F,ELAEROTA2,"ROTATOR, orbital, for agglutination test, 230 V",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
6F82307CB793F24BAD76E6B229BD4E48,ELAESLID1FT,"SLIDE, frosted, 76 x 26 mm, tropical packaging",1,<ItemBatch>{},<ItemDepartment>{4},,<null>,0,true,<null>
F32126D1A37D1B4FB2DB4A1F2A4776F8,ELAETUCE5P,"TUBE, CENTRIFUGE, 15 ml, conical bottom, plastic",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
D7FA23308E3D4949870543F01510FAB1,ELAEZMM0001,"Beaker, graduated, 500ml",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
B7B5D2C3AC964D43AB041B97CB622AA5,ELAEZMM0002,"RESPIRATOR, FFP2 or N95 (3M-1862)",1,<ItemBatch>{},<ItemDepartment>{3},,<null>,0,true,<null>
31AC7B6AE5A9F643B146B62FA45D9F59,ELAEZMM0003,"CENTRIFUGE, electrical 220V, 8 tubes",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
1A6BDE6F9954F7499DEB23F0350867EA,ELAEZMM0008,"RESPIRATOR, FFP2 or N95 (3M-1860)",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
4817B1CBBD2F1746A810DBEC67253DCC,ELAEZMM0004,"SWAB, cotton tips, for sampling (Q-tips), pcs",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
33AF52F6205C6043BF00465F340A2E13,ELAEZMM0009,"RESPIRATOR, FFP2 or N95 (3M-1860s)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
922CD08F22F8494ABADDB8AEB0A1311A,ELAEZMM0005,"(blds.syst.) TUBE, VACUUM, plastic, EDTA, 3 ml, purple",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
043974D9C527E743A92AC2D0F7EB5C69,ELAEZMM0010,"RESPIRATOR, FFP2 or N95 (5321)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
CC2B90690060B149BB9F12DA10D28016,ELAEZMM0006,"RESPIRATOR, FFP2 or N95 (3M-8210)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
3EFB70D97FE4674C9465C77474676E50,ELAEZMM0007,"RESPIRATOR, FFP2 or N95 (3M V FLEX 1805)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
9AD98CAE37325548B0697DA8FA7BB69F,ELAEZMM0087,"(CyFlow Counter Partec) TUBE, plastic, 3.5 ml",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
47851F030399E24AA3441DA8203DA028,ELAEZNL0049,"RACK, TUBES, 4 x 12, squares 18mm, stainless steel, height a",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
4143FF867F6E6F4787F228E6B2E36672,ELAEZNL0226,"SWAB, alcohol (wipes), disposable",1,<ItemBatch>{},<ItemDepartment>{2},,<null>,0,false,<null>
44B602EB28A2E449A62615EF41051735,ELAEZNL0392,"STRIP, blood glucose",1,<ItemBatch>{},<null>,,<ItemCategory>{0},0,true,<null>
012CDA9F0E4DA3408DE910862B84B359,ELAEZNL0393,"(Glucometer) LANCING DEVICE, adjustable, microlet",1,<ItemBatch>{52 380 382 383},<null>,,<null>,0,true,<null>
752319DFD352B74C9A570489FA6CE862,ELAEZNL0394,"(Glucometer) BLOOD LANCET for lancing device",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
E6810078A9CC244EAFCE585FD263F5E7,ELAEZNL0398,"PAPER, pH INDICATOR, 3.6 to 6.1, strip",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
6DD157CC5129D74EB30F6919530D1773,ELAEZNL0451,"CRYOTUBE, 1.5 ml, conical bottom, screw lid, non-sterile",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
9E128825E89251478309A17590E3CF00,ELAEZNL0510,"MICROSCOPE (Olympus CX22), COMPLETE (bin.,mirror/mains, box)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
C4B933C945AB7540A5FE9674982EC277,ELINMASS3,"MASK, SURGICAL, type II, s.u.",1,<ItemBatch>{14 108 159 160 370 415 416},<ItemDepartment>{0},,<null>,0,true,<null>
8D9EF315EBE53745BEE47FF6180D2293,ELINPRP1P,"APRON PROTECTION, plastic",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
FF24ADC78D7BF84FAF65AF2E5CE2E0DB,ELLINCADS1S,"CAP, SURGICAL, bouffant, nonwoven, s.u",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
13191E6353489249B774209C5092BEB8,EMEDOPTH,"Direct Opthalmoscope",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
8B46BAA20B4D1E408B3A7C87BBF823BF,EMEQHAMR1,"HAMMER, REFLEXES, BABINSKY model, 25 cm, adult",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
3E2C594A4CB12F4EBB99C0C779C36BBF,EMEQOPHT1,"OPHTHALMOSCOPE, halogen",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
07D67EAD3F8E6849B8EF3A5063CD145C,EMEQOTOS1,"OTOSCOPE, halogen + 4 SPECULA",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
9D17D08D8C75364A8072C0A229D27CDF,EMEQSPHY1A,"SPHYGMOMANOMETER, one-hand manometer, Velcro, adult",1,<ItemBatch>{70 138 139},<null>,,<null>,0,true,<null>
5F976B4EA860FE499F516EDD98E43510,EMEQSPHY1P,"SPHYGMOMANOMETER, one-hand manometer, Velcro, pediatric",1,<ItemBatch>{3 11 53},<null>,,<null>,0,true,<null>
18BF0CBCB2EBB04EBA341901BBE364C1,EMEQSTET1,"STETHOSCOPE, one cup, nurse",1,<ItemBatch>{71 136 137},<null>,,<null>,0,true,<null>
E8AEED08F73C3E49BA7551CBC53C39F5,EMEQSTET2,"STETHOSCOPE, double cup, clinician",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
DE22CF95473E5D48A438229D0DCDC82B,EMEQTACO17,"TABLET COUNTER, triangular, fiber",1,<ItemBatch>{381},<null>,,<null>,0,true,<null>
26B3976BCD148D4DAD0BE3ED76C2749E,EMEQTACU1,"TABLET CUTTER, stainless blade",1,<ItemBatch>{378},<null>,,<null>,0,true,<null>
057475931B2EE54CA0A2960402A494C2,EMEQTOUR1,"TOURNIQUET, elastic, 100 x 1.8 cm",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
CDF505AB7C96344AB5FB325C6C33ABB2,EMEQZNL0069,"MANOMETER CEREBRO-SPINAL+STOPCOCK SET PLASTIC DISPOSABLE",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
4E7FF9BB7E2D184E9B5F46F3FE88008F,ESTETIME1,"TIMER, 60 mn",1,<ItemBatch>{201 205},<null>,,<null>,0,true,<null>
0A3BDEEF40680A4398842933BB84D357,ESTEZNL0007,"Drum for cotton wool and gauze height 15 cm diameter 15 cm",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
D6E0BD2287B15449A4FADBECE02B2452,ESURFOAP14S,"FORCEPS, HAEMOST., PEAN, 14 cm, straight 16-10-14",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
5C39B736DA32824495A9D5A58C977F46,ESURSCALB10,"BLADE, surgical, scapel, sterile, No. 10",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
ECA2CC0EE1EB9242976B4A8AE83CA95B,ESURSCALB11,"BLADE, surgical, scapel, sterile, No. 11",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
0DB0C127DF86E3499F7790A488F5FB44,ESURSCALB16,"BLADE, surgical, scapel, sterile, No. 16",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
0822E3F6A0D3BA4D9129CA85B4B63222,ESURSPVC16,"SPECULUM, VAGINAL, COLLIN, for virgin, 90 x 16 mm 52-10-11",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
521B802D61EC6444A61EC6537D943A9E,ESURSPVC35,"SPECULUM, VAGINAL, COLLIN, standard, 100 x 35 mm 52-11-12",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
B7D70DAF9459484C9CE4F83149504DB1,LLAECONI5T,"CONICAL CENTRIFUGE TUBE, falcon, 50ml",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
6989939AE62B88409E38EE0CA22ED543,NFOSRICA4P,"NUTRITION powder, (rice & carrot), 480g(Gold Power)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
36F9D48DF6216F498CFF4066CF561EA8,NFOSRISP4P,"NUTRITION powder, (rice, potato & spinach), 480g(Gold Power)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
910D0C02C94C0E4EBAC20EC3B5F82B4E,NFOSRUTFP5S,"READY TO USE THERAPEUTIC FOOD, paste, 500 kcal, 92 g sachet",1,<ItemBatch>{46 145 249 250 251 252 318 402},<null>,,<null>,0,true,<null>
0ED75014B6651B469F9EE6BAE6005AAE,NFOSTHMI1P0,"THERAPEUTIC MILK, F100, powder, 114g",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
2E931F01E966D34C9F47B348D6E48B38,NFOSTHMI7P0,"THERAPEUTIC MILK, F75, powder, 102.5g",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
24CE18B37ED1AC4F8322E1FDC511F34F,NFOSZMM0001,"Oil, cooking, 1ltr",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
C8B806130F7DE844857CACF664A1FEA4,NFOSZMM0002,"Rice, kg",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
518340EC69FA5E4FB18B85A988C9DE4F,NFOSZMM0003,"SALT, kg",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
86E850F5E232974088136D4339F9D58D,NFOSZMM0004,"Bean, kg",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
8355F0E6B2E5B64193CDF8994BE80D7F,NFOSZMM0005,"Blend food, WSB+, kg",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
31F4EAD12B0C6A4B8423912C9D309EC1,NFOSZMM0006,"Canned Fish, can",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
76AFEBFD40C3B3448FB074418DD5C5A1,NFOSZMM0007,"MILK, INFANT, FORMULA, Lactogen Step 1, 0-6 month, 350 g, pcs",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
ECF522780C6E4747934A82AE3D9478E6,NFOSZMM0008,"MILK, INFANT, FORMULA, Lactogen Step 2, 7-36 month, 350 g, pcs",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
B15F63F5A2A0E748A3159AACA9B51F7A,SCTDBAGU2VS,"BAG, URINE, 2 l, drainable + non-return valves, sterile",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
3B92796B35BA1C4D804FE7C285C42DD8,SCTDCANN2A,"CANNULA, NASAL, OXYGEN, adult",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
DEA59A40C5F2D54892BDAFA415F22BE4,SCTDCANN2P,"CANNULA, NASAL, OXYGEN, paediatric",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
18259433F8CB74448042524BCDB1A13F,SCTDCAUR16F,"CATHETER, URINARY, FOLEY, balloon, sterile, s.u., CH16",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
6555109D9A98C147A9106A16A287B316,SCTDMASO1A,"OXYGEN MASK, adult size",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
73B46E98DB3AEB4ABB3CA3C9C83A4CBE,SCTDMASO1P,"OXYGEN MASK, paediatric size",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
6F753FF7CBD8334AB09078BAC2F89F89,SDRECOMP1N,"COMPRESS, GAUZE, 10 cm, 12 plies, 17 threads, non sterile",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
